"hmid","moment","concepts","agency","social","age","country","gender","married","parenthood","reflection","duration"
107647,"Being able to take the two mile walk with my wife without her knee hurting so bad that we had to turn around early.","romance","yes","yes","52.0","USA","m","married","n","3m","all_day_im_still_feeling_it"
107649,"When my basketball team won a game in the series for which most experts thought they would lose.","entertainment","yes","yes","36","USA","m","divorced","n","3m","half_a_day"
107667,"Watching my niece christened over the weekend.","family","no","yes","34","USA","m","married","n","3m","all_day_im_still_feeling_it"
107677,"I had an incredible work day yesterday, making me happy.","career","no","no","47.0","USA","f","married","n","3m","half_a_day"
107688,"I had my birthday.","party","yes","no","35","USA","m","married","y","3m","all_day_im_still_feeling_it"
107690,"My son put on his hat for the first time by himself (he's one year old) and came to me smiling to show that he had done so.","family","no","yes","32","USA","m","married","y","3m","all_day_im_still_feeling_it"
107697,"celebrated my 45th anniversary with the love of my life","party|family","yes","yes","60.0","USA","f","married","y","3m","all_day_im_still_feeling_it"
107702,"I received compliment from a surgeon on a job well done.","career","yes","yes","26.0","USA","f","single","n","3m","half_a_day"
107704,"My girlfriend made lunch for me tomorrow.","food","yes","yes","25.0","USA","m","single","n","3m","all_day_im_still_feeling_it"
107710,"I stepped out of my comfort zone and made a new friend.","shopping","yes","yes","35","USA","f","married","y","3m","all_day_im_still_feeling_it"
107711,"My mother and my brother came half way across the country to visit me.","family|vacation","yes","yes","19","USA","f","single","n","3m","at_least_one_hour"
107717,"I was happy when my partner made dinner for me on Mother's Day.","food|family","no","yes","34","USA","f","married","y","3m","all_day_im_still_feeling_it"
107724,"I met up with an old friend who I had not seen in a long time.","conversation","yes","yes","27","USA","m","single","n","3m","at_least_one_hour"
107725,"I felt very happy when I bought my boyfriend his birthday gift because I knew he would really like it.","romance|shopping","yes","yes","24.0","USA","f","single","n","3m","half_a_day"
107731,"An idea of mine was used for a system wide promotion at work.","career","no","no","28","USA","f","married","y","3m","all_day_im_still_feeling_it"
107740,"I bought home 2 kittens for my wife, who had been patiently wanting house cats for years.","animals","yes","yes","29","USA","m","married","y","3m","all_day_im_still_feeling_it"
107749,"Took my daughters to the circus","family","yes","yes","38","USA","m","married","y","3m","half_a_day"
107775,"I got a 3.50 bonus today from a HIT I did","career","yes","no","24","USA","m","single","n","3m","at_least_one_hour"
107785,"My husband bought the family a large swimming pool.","family|shopping","no","yes","32.0","USA","f","married","y","3m","half_a_day"
107786,"I got a brand new pair of Nikes half off.","shopping","yes","no","23.0","USA","m","single","n","3m","half_a_day"
107823,"When I had a good day on Mother's day with my mother and grandmother.","family","yes","yes","28.0","USA","m","single","n","3m","half_a_day"
107826,"I got to eat a favorite meal.","food","yes","no","32","USA","m","single","n","3m","all_day_im_still_feeling_it"
107827,"My team winning a playoff game.","entertainment","yes","yes","28.0","USA","m","single","n","3m","at_least_one_hour"
107847,"I had a delicious panzerotti for dinner.","food","yes","no","18.0","CAN","m","single","n","3m","a_few_minutes"
107857,"I got hired on as a fellow for one of my professors.","career","no","yes","26.0","USA","m","single","n","3m","half_a_day"
107867,"Seeing my friend","entertainment","yes","yes","24","USA","f","single","y","3m","all_day_im_still_feeling_it"
107893,"YESTERDAY AT THE CASINO I WON SOME MONEY WHEN I DECIDED TO PLAY POKER AND HIT A COUPLE HOT HANDS.","entertainment","yes","no","31","USA","m","married","y","3m","all_day_im_still_feeling_it"
107938,"I am happy that my grand kids are finally able to g to college and I know that they will do well in the future.","education|family","no","yes","65","USA","m","married","y","3m","all_day_im_still_feeling_it"
107944,"I was able to identify a problem and work right away and pass along the appropriate info to my colleagues so we could get a new module delivered to clients this month.","career","yes","yes","32","USA","m","single","n","3m","half_a_day"
107945,"I bought a pair of shoes that I like for a good price at the thrift shop today.","shopping","yes","no","34.0","USA","m","single","n","3m","all_day_im_still_feeling_it"
107949,"visiting my natal town fair with my wife","family","yes","yes","32.0","MEX","m","married","n","3m","all_day_im_still_feeling_it"
107952,"I met someone new during an Easter party and we have become really good friends since then.","party|conversation","yes","yes","20","USA","m","single","n","3m","all_day_im_still_feeling_it"
107966,"I helped my grandpa fix a door and he was thankful","family","yes","yes","36","USA","m","single","n","3m","all_day_im_still_feeling_it"
107969,"I had coffee with a friend I had not seen in a long time and it was fun to catch up with her.","conversation","yes","yes","41","USA","f","single","n","3m","all_day_im_still_feeling_it"
107983,"I got lunch with my girlfriend and thought the service was good.","food|romance","yes","yes","23","USA","f","single","n","3m","at_least_one_hour"
107995,"My girlfriend and I went to a new place to bike and it was very nice.","romance|exercise","yes","yes","21","USA","m","single","n","3m","half_a_day"
107997,"I WENT TO SHOPPING","shopping","yes","no","24.0","IND","m","married","y","3m","half_a_day"
108003,"My family and I went out for dinner and a movie.","family|food|entertainment","yes","yes","34.0","USA","m","married","y","3m","all_day_im_still_feeling_it"
108004,"I watched a basketball game that had an exciting ending and was one of the greatest upsets in history.","entertainment","yes","no","36","USA","m","single","n","3m","half_a_day"
108005,"Linda told me I did a good job responding to an email when she was or of the office","career","no","yes","31","USA","f","single","n","3m","half_a_day"
108012,"I managed to get myself to sing on stage in the course of an audition.","career","yes","yes","45","USA","m","divorced","y","3m","half_a_day"
108028,"I was able to boot and play breath of the wild on Cemu!","entertainment","yes","no","26.0","USA","m","single","y","3m","all_day_im_still_feeling_it"
108029,"I referred my husband for a potential job at the company I work for, and got a very positive response to his resume.","career","no","yes","38.0","USA","f","married","y","3m","half_a_day"
108031,"I helped a lady at the grocery store find something because no one else was around.","shopping","yes","yes","26","USA","f","single","n","3m","a_few_minutes"
108036,"I got backstage at Jesse's last show","entertainment","yes","yes","44","USA","f","divorced","n","3m","all_day_im_still_feeling_it"
108044,"I found some hard to find foods that I love from other countries in the store.","food","yes","no","41.0","USA","m","divorced","n","3m","at_least_one_hour"
108057,"I prepared a nice meal for my girlfriend and she liked it.","food|romance","yes","yes","38","USA","m","single","n","3m","a_few_minutes"
108069,"A few friends and I planned a get together.","party","yes","yes","30.0","USA","m","single","n","3m","at_least_one_hour"
108072,"A long lost relative contacted me who I had not been in touch with in many years.","family","no","yes","37.0","USA","m","married","y","3m","at_least_one_hour"
108073,"Went to a pizza party","party","yes","yes","28","USA","m","single","n","3m","at_least_one_hour"
108095,"My boyfriend and I had really a nice evening where we were very intimate and he shared a lot of personal things he hadn't told me before.","romance","yes","yes","29","USA","f","single","n","3m","all_day_im_still_feeling_it"
108103,"My first child started saying ""I love you"" back to me.","family","no","yes","26","USA","f","married","y","3m","half_a_day"
108125,"I spent some time cuddling with the dog.","animals","yes","no","42.0","USA","m","divorced","n","3m","a_few_minutes"
108128,"I visited Mackinac Island with my boyfriend.","romance|vacation","yes","yes","28","USA","f","single","n","3m","all_day_im_still_feeling_it"
108173,"I had a back injury but this morning it was feeling better lately and I have been able to start exercising again.","exercise","yes","no","36","USA","m","single","n","3m","half_a_day"
108187,"I felt happy when I got my boyfriend a fidget spinner.","romance","yes","yes","24","USA","f","single","n","3m","all_day_im_still_feeling_it"
108203,"I watched the sunset.","entertainment","yes","no","31","USA","f","single","n","3m","at_least_one_hour"
108217,"Ate a watermelon with the whole family.","family","yes","yes","29","PHL","m","single","n","3m","all_day_im_still_feeling_it"
108237,"I was offered a promotion at the company I work which will take my girlfriend and I from VA to TX.","career","no","yes","26","USA","m","single","n","3m","half_a_day"
108251,"I went to the Shake Shack near me for the first time and ate a delicious lemon flavored ice cream that they serve there.","food","yes","no","24","USA","f","single","n","3m","a_few_minutes"
108256,"I bought a scratch ticket and won more then $1","shopping|entertainment","no","no","39","USA","m","married","y","3m","a_few_minutes"
108260,"I met up with a good old friend I haven't hung out with in a while, and we walked around our old college campus and talked about good times.","conversation","yes","yes","24","USA","m","single","n","3m","all_day_im_still_feeling_it"
108275,"The weather was cool.","weather","no","no","38","USA","m","single","n","3m","all_day_im_still_feeling_it"
108276,"My stocks are making money today.","career","no","no","37.0","USA","m","married","n","3m","at_least_one_hour"
108282,"Cooking and reuniting the family makes me happy.","family","yes","yes","35.0","USA","f","married","y","3m","half_a_day"
108284,"When i found a lot of work on mturk and made some good money.","career","yes","no","36","USA","m","single","n","3m","all_day_im_still_feeling_it"
108286,"I was able to make a new recipe for friends","food","yes","yes","31","USA","m","single","n","3m","half_a_day"
108289,"I went mountain biking with a friend.","vacation","yes","yes","25.0","USA","m","single","n","3m","half_a_day"
108300,"Started my health journey a couple weeks ago to try and get back into shape, it's working and I'm down a couple pounds from my start, seeing my weight was a great encouragement.","exercise","yes","no","21.0","USA","m","single","n","3m","all_day_im_still_feeling_it"
108303,"I took my dog to the park to run around.","exercise","yes","no","28.0","USA","m","married","n","3m","at_least_one_hour"
108310,"Finished my undergraduate thesis revisions.","education|career","yes","no","25","VEN","m","single","n","3m","at_least_one_hour"
108312,"i went to a produce store and got a great deal on strawberries.","food","yes","no","43.0","USA","f","married","y","3m","at_least_one_hour"
108325,"Last weekend I got to spend some quality alone time in my home when my sister left for a 5 day work trip.","vacation","yes","yes","30.0","USA","f","single","n","3m","all_day_im_still_feeling_it"
108345,"I ordered two books online, and they were delivered earlier than expected.","shopping","no","no","36.0","USA","f","married","y","3m","a_few_minutes"
108350,"My husband was able to get a day off of work to spend with our family for next weekend.","family","yes","yes","31","USA","f","married","y","3m","half_a_day"
108355,"My husband making me a Moana Mother's Day card complete with Hawaiian breakfast pancakes.","family|food","no","yes","57","USA","f","married","y","3m","all_day_im_still_feeling_it"
108358,"Amazon is taking full responsibility by replacing and paying for all shipping costs on a defective item that they sent me.","shopping","yes","no","34","USA","m","single","n","3m","a_few_minutes"
108398,"My husband got me a mothers day card.","family","yes","yes","26.0","USA","f","married","y","3m","half_a_day"
108413,"I won five dollars on a $1 lottery ticket that my friend gave me.","party","no","yes","40","USA","m","single","n","3m","a_few_minutes"
108415,"Today a coworker complimented me on my hair, she said it was beautiful and looked very healthy.","career","no","yes","30","USA","f","married","n","3m","all_day_im_still_feeling_it"
108420,"My son bought me flowers for Mothers day.","family|shopping","no","yes","49","USA","f","married","y","3m","all_day_im_still_feeling_it"
108426,"I HEARD FROM A LONG-LOST FRIEND","conversation","no","yes","35","USA","f","married","y","3m","all_day_im_still_feeling_it"
108459,"I was happy when my daughter was able to do a teardrop on her yoga mat.","family","no","yes","41","USA","f","married","y","3m","a_few_minutes"
108478,"The weather outside was very nice.","weather","no","no","26","USA","f","single","n","3m","all_day_im_still_feeling_it"
108489,"I WENT TO SHOPPING COMPLEX","shopping","yes","no","28","IND","f","married","n","3m","at_least_one_hour"
108499,"Last weekend I found out about a big sale happening and two of my favorite shops were participating in it, so I placed orders with both.","shopping","yes","no","26","USA","f","single","n","3m","all_day_im_still_feeling_it"
108514,"I tutored a friend of mine and taught him new computer skills","education|technology","yes","yes","28","USA","f","single","y","3m","at_least_one_hour"
108515,"A happy moment was celebrated this weekend with a party to celebrate the homecoming of family member from deployment.","party|family","no","yes","39","USA","o","married","y","3m","all_day_im_still_feeling_it"
108518,"Planning out a vacation with my wife.","romance|vacation","yes","yes","30","USA","m","married","y","3m","at_least_one_hour"
108519,"My cat was being cute and I got some really good photos for my social media account.","animals","yes","yes","27","USA","f","single","n","3m","half_a_day"
108529,"My best friend got married last month.","romance","no","yes","25.0","IND","m","single","n","3m","half_a_day"
108545,"Watch a movie of terror at home, eating cotufas and snacks","entertainment|food","yes","no","33","VEN","m","married","y","3m","half_a_day"
108573,"I had a super good burger for dinner; it had bacon, a fried egg, and was cooked perfectly.","food","yes","no","29","USA","m","married","n","3m","at_least_one_hour"
108575,"I ate ice cream.","food","yes","no","29","USA","m","single","n","3m","at_least_one_hour"
108587,"I attended the wedding of two of my very close friends.","party","yes","yes","27","USA","m","single","n","3m","half_a_day"
108592,"Now,  I am very happy after spending so much of time together.","family","yes","yes","24","IND","m","single","n","3m","all_day_im_still_feeling_it"
108593,"Seeing my grandma.","family","yes","yes","27","USA","m","single","n","3m","at_least_one_hour"
108597,"Going to church with family and friends.","religion|family","yes","yes","31","USA","f","single","n","3m","half_a_day"
108605,"Today my best friend told me that she already found a job and will be starting on june 5","career","no","yes","28.0","VEN","m","single","n","3m","half_a_day"
108643,"I went hiking with my children, grandchildren and family friends.","family","yes","yes","40","USA","f","married","y","3m","all_day_im_still_feeling_it"
108647,"Earning money on the weekend to make starting this work week goals for income easier.","career","yes","no","52.0","USA","m","married","n","3m","half_a_day"
108653,"last week out tyre in the car turned up flat and after an hour of calling repair places on a Sunday i finally found one that could fix it then and there!","conversation","yes","yes","31","USA","m","married","y","3m","a_few_minutes"
108688,"We went out to dinner.","food","yes","yes","35","USA","m","married","y","3m","half_a_day"
108702,"A played with a cat that was on my front porch.","animals","yes","no","26.0","USA","f","single","n","3m","a_few_minutes"
108706,"I went to the movies last friday and I see a good movie","entertainment","yes","no","44","VEN","f","married","y","3m","half_a_day"
108707,"Then I considered all the children that my other siblings had which made me an uncle for the seventh time.","family","yes","yes","83","USA","m","married","y","3m","all_day_im_still_feeling_it"
108717,"I was happy when I saw that my kid was practicing her guitar on her own.","family|education","no","yes","34","USA","f","married","y","3m","all_day_im_still_feeling_it"
108730,"Dinner with my family (parents, children & grandchildren)","family|food","yes","yes","53","USA","f","married","y","3m","at_least_one_hour"
108735,"Calling my friend on the phone made me happy.","conversation|technology","yes","yes","23","USA","m","single","n","3m","half_a_day"
108764,"My microfiber towels that I ordered from amazon finally arrived.","shopping","yes","no","32.0","USA","m","single","n","3m","a_few_minutes"
108766,"I received a call from a friend I had not heard from in a while.","conversation","yes","no","52","USA","f","married","y","3m","all_day_im_still_feeling_it"
108780,"Mother's Day festivities at my church.","family|religion","yes","yes","37.0","USA","m","married","y","3m","half_a_day"
108781,"I ran into a friend randomly in the street who I havent seen in forever.","conversation","no","yes","31","USA","m","single","n","3m","at_least_one_hour"
108789,"I went for a run.","exercise","yes","no","37","USA","f","married","y","3m","at_least_one_hour"
108792,"A month ago, I was very happy when my husband's brother gave us a riding lawn mower so my husband who has had open heart surgery wouldn't have to use a push mower anymore.","family","no","yes","54","USA","f","married","y","3m","all_day_im_still_feeling_it"
108798,"I brought a raspberry pie to my women's group, and everyone enjoyed it.","entertainment|food","yes","yes","70.0","USA","f","single","n","3m","at_least_one_hour"
108810,"Eating baked goods made by my husband made me happy.","food|family","yes","yes","41.0","USA","f","married","y","3m","a_few_minutes"
108823,"When I was playing with my mothers dog and she was licking my face and being overall a very cute dog.","animals|family","no","no","28.0","USA","m","single","n","3m","all_day_im_still_feeling_it"
108825,"I spent the weekend in Destine, Florida.","vacation","yes","no","42.0","USA","m","single","y","3m","all_day_im_still_feeling_it"
108826,"Got to travel in an airplane.","vacation","yes","no","32","USA","m","single","n","3m","half_a_day"
108827,"The announcement of a movie I was looking forward to seeing.","entertainment","no","no","28.0","USA","m","single","n","3m","half_a_day"
108830,"I watched an incredible new episode of TV show I really enjoy.","entertainment","yes","no","29","USA","m","single","n","3m","half_a_day"
108860,"My boss treated me to a steak dinner for being salesman of the month.","food|career","yes","yes","31","USA","m","single","n","3m","all_day_im_still_feeling_it"
108871,"We went camping at Sequoia National Park and it was amazing, I hadn't been camping in like fifteen years, it was literally a breath of fresh air.","vacation","yes","yes","31","USA","f","separated","n","3m","half_a_day"
108901,"I watched a good episode of a TV show I like.","entertainment","yes","no","25.0","USA","o","single","n","3m","at_least_one_hour"
108919,"I completed training so I can process blood on my own.","education|career","yes","no","20.0","USA","m","single","n","3m","half_a_day"
108935,"I received a super sweet and out of the blue text message from my boyfriend about how much he appreciates me.","romance","no","yes","28","USA","f","single","n","3m","at_least_one_hour"
108948,"I made my own burritos for the whole family and they were a big hit.","family|food","yes","no","30","USA","f","single","n","3m","at_least_one_hour"
108951,"I was finally invited to work on Amazon Mechanical Turk after 5 months of waiting.","career","no","no","25","USA","f","married","n","3m","half_a_day"
108954,"I am happy that my family is going to be together finally after many long years filled with trials.","family","no","yes","56","USA","f","married","y","3m","all_day_im_still_feeling_it"
108958,"I ran a mile faster today than I ever have and keeping improving my time to make it quicker.","exercise","yes","no","29","USA","m","single","n","3m","half_a_day"
108995,"My YouTube channel picked up 6 subscribers in one day.","entertainment","no","yes","21","USA","m","single","n","3m","half_a_day"
109051,"I saw a really beautiful sunset over the valley.","weather","yes","no","25","USA","f","single","n","3m","at_least_one_hour"
109057,"It is nice outside and I spent time relaxing on the balcony.","weather","yes","no","38","USA","m","single","n","3m","at_least_one_hour"
109061,"Ordered a floor mat online and it was the perfect size for the room I wanted to use it for.","shopping","yes","no","39","USA","m","married","n","3m","all_day_im_still_feeling_it"
109062,"I present the last exam of my career in the university, which I exempt him with a very good grade, and I just would not receive my professional title as Senior Technician in Civil Construction.","career|education","yes","yes","23","VEN","m","single","n","3m","all_day_im_still_feeling_it"
109071,"I had a very relaxing afternoon with my fiance.","romance","yes","yes","22","USA","m","married","n","3m","half_a_day"
109079,"A customer called my boss and complimented my work.","career","no","yes","65","USA","m","married","y","3m","half_a_day"
109110,"I started watching the a show called Riverdale which I enjoyed.","entertainment","yes","no","29","USA","m","single","n","3m","at_least_one_hour"
109116,"When my husband and I decided we are going to move this summer.","family|romance","yes","yes","38.0","USA","f","married","y","3m","all_day_im_still_feeling_it"
109117,"When I got promoted at work.","career","no","no","24","USA","m","single","n","3m","all_day_im_still_feeling_it"
109120,"I left home","family","yes","no","24","USA","m","single","n","3m","a_few_minutes"
109125,"I went for a two hour walk.","exercise","yes","no","42.0","USA","m","divorced","n","3m","all_day_im_still_feeling_it"
109129,"Ate a big lobster buffet at a casino.","food","yes","no","37","USA","m","single","n","3m","at_least_one_hour"
109156,"I got to surprise my fiance's friends (he died 2 years ago) at their wedding to see them and all his friends.","party","yes","yes","29","USA","f","single","n","3m","all_day_im_still_feeling_it"
109184,"Completing a major project at work, on time an on budget to client's satisfaction.","career","yes","yes","53","USA","f","divorced","y","3m","half_a_day"
109187,"I felt happy when I woke up from a bad dream and saw I was still with my boyfriend.","romance","no","yes","24","USA","f","single","n","3m","a_few_minutes"
109201,"got a bunch of work completed on my wife's car that i had been putting off for a long time.","family","yes","no","30.0","USA","m","married","y","3m","half_a_day"
109204,"I repaired my torn up wallet using yellow and blue duct tape matching the colors of one of my favorite NBA teams whose logo is on the wallet.","entertainment","yes","no","29","USA","m","single","n","3m","a_few_minutes"
109211,"Started a new job today and it went well.","career","yes","no","22","USA","m","single","n","3m","half_a_day"
109217,"Went out on a trip with the family.","vacation|family","yes","yes","29","PHL","m","single","n","3m","all_day_im_still_feeling_it"
109236,"I reconnected with a few old friends over beer & board games; it was particularly memorable if only because I hadn't previously seen them in over a year.","entertainment","yes","yes","24","USA","m","single","n","3m","all_day_im_still_feeling_it"
109237,"Last Friday I purchased a stock and it reached its all time high today.","shopping","yes","no","26","USA","m","single","n","3m","all_day_im_still_feeling_it"
109246,"today i drove to a store i do not usually frequent to get myself breakfast however i noticed this store carries the alergy medication i need that most stores do not, convenient.","food|shopping","yes","yes","27","USA","m","single","n","3m","at_least_one_hour"
109253,"I took a picture of a Bald Eagle in a nest.","animals","yes","no","45","USA","m","divorced","y","3m","half_a_day"
109256,"The Star Wars Last Jedi Trailer, I had been waiting for it for a while","entertainment","no","no","39","USA","m","married","y","3m","at_least_one_hour"
109261,"I completed a chapter of a story that I'm writing after months of being on hiatus.","entertainment","yes","no","21.0","USA","f","single","n","3m","half_a_day"
109271,"I'd just got the Masters qualification on Mturk.","career","yes","no","28","USA","f","married","y","24h","all_day_im_still_feeling_it"
109276,"today i talked to my old friend on mobile (video call)","conversation|technology|entertainment","yes","yes","33.0","IND","f","married","y","24h","half_a_day"
109283,"Got masters qualification on mturk.","career","no","no","29","USA","m","single","n","24h","all_day_im_still_feeling_it"
109287,"I got a great deal on a shirt.","shopping","yes","no","31","USA","f","married","n","24h","half_a_day"
109290,"MY FRIEND MARRIAGE PARTY","party","no","yes","34","IND","m","married","y","24h","half_a_day"
109293,"I WENT TO BANGALORE FOR INDUSTRAIL VISIT","vacation","yes","no","31","IND","f","married","y","24h","half_a_day"
109309,"I WENT TO BANGALORE FOR INDUSTRAIL VISIT","vacation","yes","no","32","IND","m","married","y","24h","half_a_day"
109311,"MY FRIEND MARRIAGE PARTY","party","no","yes","23","IND","m","single","n","24h","half_a_day"
109312,"I WENT TO BANGALORE FOR INDUSTRAIL VISIT","vacation","yes","no","32","IND","f","married","y","24h","half_a_day"
109330,"MY FRIEND MARRIAGE PARTY","party","no","yes","32","IND","f","married","y","24h","at_least_one_hour"
109337,"MY FRIEND MARRIAGE PARTY","party","no","yes","32","IND","m","married","y","24h","half_a_day"
109343,"when my mother buy new laptop for me","shopping","no","yes","29.0","IND","m","married","y","24h","half_a_day"
109400,"I watched an episode of a TV show I like.","entertainment","yes","no","24.0","USA","m","single","n","24h","at_least_one_hour"
109418,"My school is about to have its last day this week and I'm happy for vacation.","vacation|education","no","no","26","USA","f","single","n","24h","half_a_day"
109419,"I am happy to know that in less than a month, I'll be a father","family","no","no","34","USA","m","married","y","24h","all_day_im_still_feeling_it"
109422,"One event that made me happy was going to buy a birthday gift for my friend.","shopping","yes","yes","23","USA","m","single","n","24h","at_least_one_hour"
109426,"My toddler took a nap","family","no","yes","30","USA","f","married","y","24h","at_least_one_hour"
109429,"I got together with some guy friends to see a movie.","entertainment","yes","yes","37","USA","m","married","y","24h","at_least_one_hour"
109438,"Today I received the masters qualification on Mturk, I'm so happy !","career|technology","no","no","33","PRT","m","married","n","24h","all_day_im_still_feeling_it"
109439,"I was given today off from work, with pay!","career","yes","no","30","USA","m","single","n","24h","all_day_im_still_feeling_it"
109443,"My cup of coffee this morning was delicious!","food","yes","no","28","USA","f","single","n","24h","a_few_minutes"
109453,"The sun was shining brightly","weather","no","no","56","USA","f","married","y","24h","all_day_im_still_feeling_it"
109455,"Did highest sales in my office got incentives of $700.","career","yes","no","24","IND","m","single","n","24h","half_a_day"
109458,"I tilled and planted my garden.","weather","yes","no","57","USA","f","divorced","y","24h","all_day_im_still_feeling_it"
109465,"I went to dinner with family and had a pleasant evening.","food|family","yes","yes","26","USA","m","single","n","24h","at_least_one_hour"
109468,"An event that made me happy was when I made it to my goal time of midnight without having any extra snacks during the day.","food","yes","no","32","USA","m","married","y","24h","at_least_one_hour"
109481,"My wife let me sleep in today after a grueling night of work.","career|family","no","yes","28","USA","m","married","y","24h","all_day_im_still_feeling_it"
109482,"I ate dinner with my friends.","food","yes","yes","23","USA","m","single","n","24h","half_a_day"
109491,"I made some delicious banana bread with my 3 year old helping.","food|family","yes","yes","27","USA","f","married","y","24h","at_least_one_hour"
109492,"Taking a week long vacation","vacation","yes","no","29","USA","m","single","n","24h","all_day_im_still_feeling_it"
109496,"I was happy when I checked my email last night and realized the I received the Masters qualification on Mturk.","career","no","no","34","USA","f","married","y","24h","all_day_im_still_feeling_it"
109501,"I got the Masters qual on Mturk!","career","yes","yes","32","USA","f","married","y","24h","all_day_im_still_feeling_it"
109508,"MY MOTHER BOUGHT ME THE WATCH FOR ME.","shopping|family","no","yes","28.0","IND","m","married","y","24h","half_a_day"
109516,"I was happy that my son woke up and was very happy and cooperative as I got him ready for daycare.","family","no","yes","33","USA","m","married","y","24h","a_few_minutes"
109517,"Roaming with my friends to some Amusment park and had a dinner with them.","food","yes","yes","24","IND","m","single","n","24h","half_a_day"
109537,"The woman I have been wanting to date flirted with me yesterday afternoon.","shopping","no","yes","37.0","USA","m","single","n","24h","all_day_im_still_feeling_it"
109539,"My boyfriend and I spent quality time together taking a walk around the neighborhood.","exercise|romance","yes","yes","30","USA","f","single","n","24h","all_day_im_still_feeling_it"
109546,"I got a new job at Waymo working on the self-driving car.","career","yes","no","39","USA","m","married","y","24h","all_day_im_still_feeling_it"
109573,"I picked up a friends dog to doggy sit for the next week or so.","animals","yes","no","30.0","USA","m","married","n","24h","half_a_day"
109580,"Went with my daughter and her boyfriend to the botanical gardens.","romance","yes","yes","61.0","USA","f","married","y","24h","half_a_day"
109583,"I got to play a basketball game at the park.","entertainment","yes","yes","35","USA","m","single","n","24h","half_a_day"
109599,"I WENT TO TEMPLE","religion","yes","no","28","IND","f","married","n","24h","at_least_one_hour"
109602,"I WENT TO TEMPLE","religion","yes","no","28.0","IND","m","married","y","24h","a_few_minutes"
109603,"I WENT TO COLLEGE.","education","yes","no","23","IND","f","single","n","24h","half_a_day"
109604,"I was happy today in the morning because I managed to walk for 5 kms without any breaks in between.","exercise","yes","no","29","IND","m","single","n","24h","at_least_one_hour"
109606,"I WENT TO SHOPPING","shopping","yes","no","27","IND","f","single","n","24h","at_least_one_hour"
109607,"I WENT TO SHOPPING","shopping","yes","no","24.0","IND","m","married","y","24h","at_least_one_hour"
109608,"I WENT TO COLLEGE","education","yes","no","27.0","IND","m","single","n","24h","half_a_day"
109610,"I WENT TO COLLEGE.","education","yes","no","28","IND","m","married","y","24h","half_a_day"
109621,"My daughter playing dress up.","family","no","yes","37","USA","m","married","y","24h","a_few_minutes"
109623,"Being on vacation from work.","vacation","no","no","33","USA","m","married","n","24h","all_day_im_still_feeling_it"
109624,"I WENT TO COLLEGE","education","yes","no","27","IND","m","married","n","24h","half_a_day"
109632,"My daughter received a 100 on her math test","education|family","no","yes","35.0","USA","f","married","y","24h","at_least_one_hour"
109634,"I ate ice cream.","food","yes","no","33","USA","f","single","n","24h","a_few_minutes"
109668,"Going out to dinner with friends.","food","yes","yes","22.0","USA","m","single","n","24h","half_a_day"
109669,"There were a lot of birds chirping in my yard this morning and it was a nice sound to wake up to.","animals|weather","yes","no","41","USA","f","single","n","24h","a_few_minutes"
109696,"I got to attend the graduation party of a high school student I helped tutor in calculus this year.","education|party","yes","yes","36","USA","m","single","n","24h","at_least_one_hour"
109707,"I met a girl that I feel like I really connect with.","romance","yes","yes","26","USA","m","single","n","24h","all_day_im_still_feeling_it"
109708,"Getting to spend the night just lounging with my cat after a long weekend.","animals","yes","no","29","USA","f","single","n","24h","at_least_one_hour"
109728,"I started packing for my trip this weekend, and packing made me happy!","vacation","yes","no","26","USA","f","divorced","n","24h","at_least_one_hour"
109729,"When I went to Vegas and gambled for the first time.","vacation","yes","no","24","USA","m","single","n","24h","at_least_one_hour"
109748,"Had a customer come in and make a huge order and I will make quite a bit off of this job.","career","no","yes","47","USA","m","married","n","24h","all_day_im_still_feeling_it"
109756,"I went for a run last night after a couple weeks of eating poorly and not exercising much and it felt so good to be taking control of my health.","exercise|food","yes","no","26","USA","f","single","n","24h","all_day_im_still_feeling_it"
109760,"I finished watching the latest season of one of my favorite television shows.","entertainment|education","yes","no","27","IND","m","single","n","24h","half_a_day"
109762,"Yesterday I had won a free fifty dollar walmart card for submitting a survey in the store.","shopping","no","no","24","USA","f","single","y","24h","all_day_im_still_feeling_it"
109765,"I went on a long walk with my dog and a friend.","exercise|animals","yes","yes","43","USA","f","married","y","24h","at_least_one_hour"
109777,"It was a nice day outside, so I got to walk to work.","weather|exercise|career","yes","no","26.0","USA","f","single","n","24h","at_least_one_hour"
109778,"Spending the weekend camping.","vacation","yes","no","29.0","USA","m","single","n","24h","all_day_im_still_feeling_it"
109791,"I discovered that my sister is getting married","family","yes","yes","25.0","USA","m","married","n","24h","all_day_im_still_feeling_it"
109802,"My mother had surgery just the other day and I was so very happy everything went well and she pulled through alright.","family","yes","yes","35","USA","m","married","n","24h","all_day_im_still_feeling_it"
109804,"I had some good flow the other night when playing my ukulele","entertainment","yes","no","37.0","USA","f","single","y","24h","half_a_day"
109820,"I just got a paychek from work and that made me really happy.","career","no","no","33","USA","m","married","y","24h","at_least_one_hour"
109828,"I made a bean and bacon soup that was amazing and it was eaten by my picky toddler.","food","yes","yes","35","USA","f","divorced","y","24h","at_least_one_hour"
109841,"I got my new test system up and running at work.","career","yes","no","43","USA","m","married","y","24h","half_a_day"
